# Livox official MID-360 scan trajectory, uniformly sampled to 2400 rays.
# Source: https://github.com/Livox-SDK/livox_laser_simulation/blob/master/scan_mode/mid360.csv
# Columns retain the official format: Time/s,Azimuth/deg,Zenith/deg.
# The native plugin reads the directions; point timestamps come from the actual
# Gazebo raycast-request time of each acquisition batch.
Time/s,Azimuth/deg,Zenith/deg
792998,148.56,81.9324
793331,37.995,79.253
793665,284.13,76.546
793998,177.36,75.835
794331,66.636,73.629
794665,312.5,72.028
794998,207.09,70.139
795332,94.782,67.095
795665,343.32,67.565
795999,237.79,65.88
796332,124.95,61.945
796666,18.125,61.456
796999,271.13,59.491
797333,164.19,56.368
797666,53.107,54.819
798000,309.19,53.459
798333,199.28,47.459
798667,90.246,45.789
799000,348.78,45.469
799334,239.21,42.354
799667,133.6,41.668
800000,33.069,40.061
